"NguonNhapID","Ten","DiaChi","TinhThanh","QuocGia","DienThoai","Fax","GhiChu","Email","WebSite","Loai","HienThi"
1240,CôngTy TNHH DP Đạt Vi Phú,,,,,,,,,,1
1241,Conic Vascular Technology S.A,,,,,,,,,,1
1242,Conmed,,,,,,,,,,1
1243,ConMed / ConMed Linvatec,,,,,,,,,,1
1244,Conmed Linvatec,,,,,,,,,,1
1245,Conmed Linvatec/ Mỹ,,,,,,,,,,1
1246,Conmed Linvatec/Conmed,,,,,,,,,,1
1247,Conmed Linvatec/Mỹ,,,,,,,,,,1
1248,ConMed/ ConMed Linvatec,,,,,,,,,,1
1249,ConMed/ConMed Linvatec,,,,,,,,,,1
1250,Consensus,,,,,,,,,,1
1251,"Contract Manufacturing & Packaging Services Pty.,",,,,,,,,,,1
1252,"Contract Manufacturing & Packaging Services Pty., Ltd.",,,,,,,,,,1
1253,Contract Medical International,,,,,,,,,,1
1254,Contract Medical International Gmbh,,,,,,,,,,1
1255,Cook,,,,,,,,,,1
1256,Cook - Mỹ,,,,,,,,,,1
1257,Cook Medica,,,,,,,,,,1
1258,Cook Medical,,,,,,,,,,1
1259,Cook Occlutech,,,,,,,,,,1
1260,Cook/Mỹ,,,,,,,,,,1
1261,Cophavina,,,,,,,,,,1
1262,Cophavina-VN,,,,,,,,,,1
1263,Copper Pharma - India,,,,,,,,,,1
1264,Corden Pharma S.P.A; đóng gói AstraZeneca UK Ltd.,,,,,,,,,,1
1265,Corentec/ Hàn Quốc,,,,,,,,,,1
1266,Cortez,,,,,,,,,,1
1267,Cortez/Mỹ,,,,,,,,,,1
1268,Costa,,,,,,,,,NHAPNCC,1
1269,Costarica,,,,,,,,,NHAPNCC,1
1270,Couer,,,,,,,,,,1
1271,Covidien,,,,,,,,,,1
1272,Covidien - Mỹ,,,,,,,,,,1
1273,Covidien Healthcare,,,,,,,,,,1
1274,Covidien Healthcare- Mỹ,,,,,,,,,,1
1275,Covidien Healthcare/ Mỹ,,,,,,,,,,1
1276,Covidien/ Mỹ,,,,,,,,,,1
1277,Covidien-Mỹ,,,,,,,,,,1
1278,COXO,,,,,,,,,,1
1279,Cpt,,,,,,,,,,1
1280,CPT - Cty TNHH Chỉ phẫu thuật CPT,"85 Hai Bà Trưng, Phường Bến Nghé, Quận 1, TP.HCM",Thành phố Hồ Chí Minh,Việt nam,"0838222228","0838298803","",                                                  ,                                                  ,NHAPNCC,1
1281,CPT - Việt Nam,,,,,,,,,,1
1282,CPT - VN,,,,,,,,,,1
1283,CPT Sutures,,,,,,,,,,1
1284,CPT Sutures/ Việt Nam,,,,,,,,,,1
1285,CPT -VN,,,,,,,,,,1
1286,CPT/ Việt Nam,,,,,,,,,,1
1287,CPT-Việt Nam,,,,,,,,,,1
1288,CREATE BIOTECH,,,,,,,,,,1
1289,Croma - Austria,,,,,,,,,,1
1290,Cryolife,,,,,,,,,,1
1291,CS Tài,,,,,,,,,,1
1292,CSL Behring GmbH,,,,,,,,,,1
1293,CSL Behring LLC,,,,,,,,,,1
1294,CSS,,,,,,,,,,1
1295,CSS - Singapore,,,,,,,,,,1
1296,CSS/Singapore,,,,,,,,,,1
1297,"CSSX : Valpharma Company, CSĐG : Elpen Pharmaceuticals Inc., Ltd",,,,,,,,,,1
1298,CSSX nước suối NAWA,,,,,,,,,DV_NHAPNCC,1
1299,CSSX Nước Tinh Khiết NP,,,,,,,,,DV_NHAPNCC,1
1300,CT CP BV Pharma,,,,,,,,,,1
1301,CT CP DP TW 1 - Pharbaco,,,,,,,,,,1
1302,CT CP DP Vĩnh Phúc,,,,,,,,,,1
1303,CT TNHH MTV DP DHG,,,,,,,,,,1
1304,CTCP DPDL Pharmedic,,,,,,,,,NHAPNCC,1
1305,CTCP Dược Hậu Giang,,,,,,,,,,1
1306,CTCP Dược Hậu Giang-VN,,,,,,,,,,1
1307,CTCP SPM,,,,,,,,,,1
1308,CTCPDP 3/2,,,,,,,,,,1
1309,CTCPDP3/2,,,,,,,,,,1
1310,CTK-Mỹ,Mỹ,"",Mỹ,"","","",                                                  ,                                                  ,NHAPNCC,1
1311,CTK - Biotech,,,,,,,,,,1
1312,Ctk Biotech,,,,,,,,,,1
1313,CTK Biotech - Mỹ,,,,,,,,,,1
1314,"Ctk Biotech, Inc.",,,,,,,,,,1
1315,CTK/Mỹ,,,,,,,,,,1
1316,Cty cổ  phần DP TW1 - Pharbaco,,,,,,,,,,1
1317,Cty Cổ Phần Dược Phẩm Q10,,,,,,,,,DV_NHAPNCC,1
1318,Cty Cổ Phần Hoàng Nam,,,,,,,,,DV_NHAPNCC,1
1319,Cty CP  Thương Mại DP Vĩnh Long,,,,,,,,,DV_NHAPNCC,1
1320,Cty CP - TM - DV Mai Việt Anh,,,,,,,,,DV_NHAPNCC,1
1321,Cty CP BV Pharma,,,,,,,,,,1
1322,Cty CP Cá Sấu Vàng,,,,,,,,,DV_NHAPNCC,1
1323,CTy CP Chăm Sóc Sức Khỏe Việt Gia,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
1324,Cty CP CNC Traphaco,,,,,,,,,,1
1325,Cty CP D VTYT Thanh Hóa,,,,,,,,,,1
1326,Cty CP Đầu Tư Phát Triển Kinh Tế,,,,,,,,,DV_NHAPNCC,1
1327,Cty CP DP 2.9,,,,,,,,,,1
1328,CTY CP DP 2-9 TP.HCM,,,,,,,,,,1
1329,Cty CP DP 3 Tháng 2,,,,,,,,,,1
1330,Cty CP DP 3/2,,,,,,,,,,1
1331,Cty CP DP 3/2  - Việt Nam,,,,,,,,,,1
1332,Cty CP DP 3/2 - Việt Nam,,,,,,,,,,1
1333,Cty CP DP Agimexpharm,,,,,,,,,,1
1334,CTY CP DP AM VI,,,,,,,,,,1
1335,Cty CP DP Ampharco U.S.A,,,,,,,,,,1
1336,CTY CP DP ASEAN,,,,,,,,,,1
1337,Cty CP DP Bảo Huy,,,,,,,,,DV_NHAPNCC,1
1338,Cty CP DP BIDIPHAR1,,,,,,,,,,1
1339,Cty CP DP Bidiphar1 -VN,,,,,,,,,,1
1340,Cty CP DP Bos Ton,,,,,,,,,,1
1341,Cty CP DP CPC1 Hà Nội,,,,,,,,,,1
1342,Cty CP DP Cửu Long,,,,,,,,,,1
1343,Cty CP DP ECO,,,,,,,,,DV_NHAPNCC,1
1344,Cty CP DP EU,,,,,,,,,DV_NHAPNCC,1
1345,Cty CP DP Glomed,,,,,,,,,DV_NHAPNCC,1
1346,Cty CP DP Hà Tây,,,,,,,,,,1
1347,Cty CP DP Hoàng Đạt Vũ,,,,,,,,,DV_NHAPNCC,1
1348,Cty CP DP Hồng Sâm,,,,,,,,,DV_NHAPNCC,1
1349,Cty CP DP Imexpharm,,,,,,,,,,1
1350,Cty CP DP Khang Minh,,,,,,,,,,1
1351,Cty CP DP Khánh Hòa,,,,,,,,,,1
1352,Cty CP DP KINATA,,,,,,,,,DV_NHAPNCC,1
1353,Cty CP DP Mặt Trời Mới,,,,,,,,,DV_NHAPNCC,1
1354,Cty CP DP Minh Dân,,,,,,,,,,1
1355,Cty CP DP N.A.P.R.O,,,,,,,,,DV_NHAPNCC,1
1356,Cty CP DP Nam Hà - Việt Nam,,,,,,,,,,1
1357,Cty CP DP Nhật Tân,,,,,,,,,DV_NHAPNCC,1
1358,Cty CP DP Nhật Tiến,,,,,,,,,DV_NHAPNCC,1
1359,Cty CP DP OPV,,,,,,,,,,1
1360,Cty CP DP Phöông Ñoâng,,,,,,,,,,1
1361,Cty CP DP Phú Thọ,,,,,,,,,DV_NHAPNCC,1
1362,Cty CP DP Phương Đông,,,,,,,,,,1
1363,Cty CP DP Quan Sơn,,,,,,,,,DV_NHAPNCC,1
1364,Cty CP DP Sa Vi,,,,,,,,,,1
1365,Cty CP DP Sanofi-Synthelabo,,,,,,,,,,1
1366,Cty CP DP Sao Kim,,,,,,,,,,1
1367,Cty CP DP Savi,,,,,,,,,,1
1368,Cty CP DP Savi (Savipharm),,,,,,,,,,1
1369,Cty CP DP SaVipharm,,,,,,,,,,1
1370,Cty CP DP TE Nam Y Dược,,,,,,,,,DV_NHAPNCC,1
1371,Cty CP DP Thanh Kiều,,,,,,,,,DV_NHAPNCC,1
1372,Cty CP DP Thiên Vũ,,,,,,,,,DV_NHAPNCC,1
1373,CTy CP DP Tipharco,,,,,,,,,DV_NHAPNCC,1
1374,Cty CP DP trung ương I-Pharbaco,,,,,,,,,,1
1375,Cty CP DP Trường Thọ,,,,,,,,,,1
1376,Cty CP DP TW VIDIPHA,,,,,,,,,,1
1377,Cty CP DP TW1 - Pharbaco,,,,,,,,,,1
1378,Cty CP DP TW1 (Pharbaco),,,,,,,,,,1
1379,Cty CP DP TW2,,,,,,,,,,1
1380,Cty CP DP TW3,,,,,,,,,,1
1381,CTY CP DP Vĩnh Phát,,,,,,,,,DV_NHAPNCC,1
1382,Cty CP DP Vũ Duy,,,,,,,,,DV_NHAPNCC,1
1383,Cty CP DP Vũ Phan,,,,,,,,,DV_NHAPNCC,1
1384,Cty CP DPFiRiPhar,,,,,,,,,,1
1385,Cty CP DPThái Hòa,,,,,,,,,,1
1386,Cty CP DPYên Bái,,,,,,,,,,1
1387,Cty CP DT & PT Tây âu,,,,,,,,,DV_NHAPNCC,1
1388,Cty CP Dược - VTYT Hải Dương,,,,,,,,,,1
1389,Cty CP Dược & Vật tư y tế Kiên Giang,,,,,,,,,,1
1390,Cty CP Dược DANAPHA - CN TP.HCM,,,,,,,,,DV_NHAPNCC,1
1391,Cty CP Dược Đồng Nai,,,,,,,,,,1
1392,Cty CP Dược Đồng Nai - Việt Nam,,,,,,,,,,1
1393,Cty CP Dược Hà Tĩnh,,,,,,,,,,1
1394,Cty CP Dược Mediplantex,,,,,,,,,,1
1395,Cty CP Dược Minh Hải,,,,,,,,,,1
1396,Cty CP Dược Phẩm 2.9,,,,,,,,,,1
1397,Cty CP Dược Phẩm 3/2,,,,,,,,,,1
1398,Cty CP dược phẩm Ampharco U.S.A,,,,,,,,,,1
1399,Cty CP Dược Phẩm Bos Ton Việt Nam,,,,,,,,,,1
1400,Cty CP Dược phẩm Cửu Long,,,,,,,,,,1
1401,Cty CP Dược phẩm Glomed,,,,,,,,,,1
1402,Cty CP Dược phẩm Hà Nội,,,,,,,,,,1
1403,Cty CP dược phẩm Hà Tây,,,,,,,,,,1
1404,Cty CP dược phẩm Khánh Hòa,,,,,,,,,,1
1405,CTY CP DƯợC PHẩM KIếN AN,,,,,,,,,DV_NHAPNCC,1
1406,Cty CP dược phẩm Me Di Sun,,,,,,,,,,1
1407,Cty CP Dược Phẩm Minh Dân,,,,,,,,,,1
1408,Cty CP Dược phẩm OPC,,,,,,,,,,1
1409,Cty CP Dược Phẩm OPV,,,,,,,,,,1
1410,Cty CP Dược phẩm Phương Đông,,,,,,,,,,1
1411,Cty CP Dược Phẩm Phương Đông - Việt Nam,,,,,,,,,,1
1412,Cty CP Dược phẩm Sa Vi,,,,,,,,,,1
1413,Cty CP Dược Phẩm Sanofi-Synthelabo Việt Nam,,,,,,,,,,1
1414,Cty CP Dược Phẩm SAVI,,,,,,,,,DV_NHAPNCC,1
1415,Cty CP Dược Phẩm Thanh Phương,,,,,,,,,DV_NHAPNCC,1
1416,Cty CP Dược Phẩm Tipharco,,,,,,,,,,1
1417,Cty CP Dược phẩm Trung Ương 2,,,,,,,,,,1
1418,Cty CP dược phẩm TW1 - Pharbaco,,,,,,,,,,1
1419,Cty CP DƯợC PHẩM TW25,,,,,,,,,,1
1420,Cty CP Dược Phẩm VCP,,,,,,,,,,1
1421,Cty CP Duoc S.Pharm,,,,,,,,,,1
1422,Cty CP Dược S.Pharm,,,,,,,,,,1
1423,Cty CP Dược- Thiết Bị Y Tế Đà Nẵng,,,,,,,,,DV_NHAPNCC,1
1424,Cty CP Duoc va TBYT Ha Tay,,,,,,,,,,1
1425,Cty CP Dược và vật tư y tế Bình Thuận (PHAPHARCO),,,,,,,,,,1
1426,Cty CP Dược Vacopharm,,,,,,,,,,1
1427,Cty CP Dược VTYT Bình thuận,,,,,,,,,,1
1428,Cty CP Dược VTYT Hải Dương,,,,,,,,,,1
1429,Cty CP Fresenius Kabi Bidiphar-VN,,,,,,,,,,1
1430,Cty CP Hải Dương,,,,,,,,,,1
1431,Cty CP Hóa DP Mekophar,,,,,,,,,,1
1432,Cty CP Huỳnh Tấn,,,,,,,,,DV_NHAPNCC,1
1433,"Cty CP Korea United Pharm.
 Int` L",,,,,,,,,,1
1434,Cty CP Nhập khẩu Y tế Domesco,,,,,,,,,,1
1435,Cty CP OLLIN,,,,,,,,,DV_NHAPNCC,1
1436,Cty CP Otsuka-OPV,,,,,,,,,,1
1437,Cty CP SPM,,,,,,,,,,1
1438,Cty CP SPM- VN,,,,,,,,,,1
1439,Cty CP SX TM DP Đông Nam,,,,,,,,,,1
1440,Cty CP SX-TM DP ĐÔNG NAM,,,,,,,,,,1
1441,CTY CP TAÄP ÑOAØN MERAP,,,,,,,,,,1
1442,CTY CP TẬP ĐOÀN  MERAP,,,,,,,,,,1
1443,Cty CP Thương Mại Dịch Vụ Tổng Hợp Mười,,,,,,,,,DV_NHAPNCC,1
1444,Cty CP TM DP Quang Minh,,,,,,,,,,1
1445,Cty CP TM Dược Mỹ Phẩm Đào Tiến,,,,,,,,,DV_NHAPNCC,1
1446,Cty CP TM Và DV Y tế Việt,"",Kiên Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
1447,Cty CP TMDV Tổng Hợp Tân Thành,,,,,,,,,DV_NHAPNCC,1
1448,Cty CP Trang Thiết bị Y Tế DP Hiệp Nhất,,,,,,,,,DV_NHAPNCC,1
1449,Cty CP TTBYT TPHCM - MTS,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
1450,Cty CP VTYT Hồng Thiện Mỹ,"",Kiên Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
1451,Cty CP VTYT Thái Bình,,,,,,,,,,1
1452,Cty CP VTYTHải Dương,,,,,,,,,,1
1453,CTy CP XNK Y Tế Domasco - CN Cần Thơ,,,,,,,,,DV_NHAPNCC,1
1454,Cty CP XNK Y tế Domesco,,,,,,,,,,1
1455,Cty CP Y Dược Phẩm Vimedimex,,,,,,,,,DV_NHAPNCC,1
1456,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU ĐỨC MINH,"137/11 Đường số 32, Phường 12, Quận Gò Vấp , TPHCM","",Việt Nam,"0909.142.686","","",kinhdoanh.ducminh@gmail.com                       ,                                                  ,NHAPNCC,1
1457,Cty CP YDP Việt Nam (CPV),,,,,,,,,DV_NHAPNCC,1
1458,Cty CP YDP Vimedimex,,,,,,,,,,1
1459,Cty CPD TM VTYTKhải Hà,,,,,,,,,,1
1460,Cty CPDP 2/9,,,,,,,,,,1
1461,CTY CPDP 3/2,,,,,,,,,,1
1462,Cty CPDP 3/2 - Việt Nam,,,,,,,,,,1
1463,CTY CPDP 3/2-VN,,,,,,,,,,1
1464,Cty CPDP Agimexpharm - Việt Nam,,,,,,,,,,1
1465,Cty CPDP Agimexpharm _ Việt Nam,,,,,,,,,,1
1466,Cty CPDP Agimexpharm _Việt Nam,,,,,,,,,,1
1467,Cty CPDP Bến Thành,,,,,,,,,DV_NHAPNCC,1
1468,Cty CPDp Đồng Nai,,,,,,,,,,1
1469,Cty CPDP Glomed,,,,,,,,,,1
1470,Cty CPDP Hà Nội,,,,,,,,,,1
1471,Cty CPDP Hà Tây,,,,,,,,,,1
1472,Cty CPDP Khang Minh,,,,,,,,,,1
1473,Cty CPDP Minh Dân,,,,,,,,,,1
1474,Cty CPDP OPV,,,,,,,,,,1
1475,Cty CPDp Phương Đông,,,,,,,,,,1
1476,Cty CPDP Quãng bình,,,,,,,,,,1
1477,Cty CPDP Sao Kim,,,,,,,,,,1
1478,Cty CPDP Tipharco,,,,,,,,,,1
1479,Cty CPDP Trung Ương 1 - Pharbaco,,,,,,,,,,1
1480,Cty CPDP Trường Trọ,,,,,,,,,,1
1481,Cty CPDP Yên Bái,,,,,,,,,,1
1482,"Cty CPDP
Danapha",,,,,,,,,,1
1483,"Cty CPDP
OPC",,,,,,,,,,1
1484,Cty CPDPDanapha,,,,,,,,,,1
1485,Cty CPDPKhang Minh,,,,,,,,,,1
1486,Cty CPDPOPC,,,,,,,,,,1
1487,Cty CP-DPTW3,,,,,,,,,,1
1488,Cty CPDPYên Bái,,,,,,,,,,1
1489,Cty CPDược phẩm Glomed,,,,,,,,,,1
1490,Cty CPSX-TMDP Đông Nam - Việt Nam,,,,,,,,,,1
1491,Cty CPTM Dược VTYT Khải Hà,,,,,,,,,,1
1492,Cty CPTM VTYTKhải Hà,,,,,,,,,,1
1493,Cty CPTraphaco,,,,,,,,,,1
1494,Cty Đầu Tư Miền Đông - QK7,,,,,,,,,DV_NHAPNCC,1
1495,cty DP  Đông Nam,,,,,,,,,,1
1496,Cty DP Đồng Nai - Việt Nam,,,,,,,,,,1
1497,Cty DP Phương Đông - Việt Nam,,,,,,,,,,1
1498,Cty DP Văn Hiến,,,,,,,,,DV_NHAPNCC,1
1499,Cty Dược - VTYT Khánh Hoà,,,,,,,,,DV_NHAPNCC,1
1500,Cty Dược Hậu Giang - CN An Giang,,,,,,,,,DV_NHAPNCC,1
1501,Cty Dược- TBYT Thanh Hóa- Việt Nam,,,,,,,,,,1
1502,Cty Dược TW III,,,,,,,,,DV_NHAPNCC,1
1503,Cty Dược Vật Tư Y Tế Phú Yên,,,,,,,,,DV_NHAPNCC,1
1504,Cty Dược VTYT Hải Dương,,,,,,,,,,1
1505,Cty Fresenius Kabi Bidiphar,,,,,,,,,,1
1506,Cty IMEXPHARM,,,,,,,,,DV_NHAPNCC,1
1507,Cty Khang Nguyên - Việt nam,,,,,,,,,,1
1508,Cty LD Dụng Cụ Y Tế VN-HQ,,,,,,,,,DV_NHAPNCC,1
1509,Cty LD Meyer - BPC,,,,,,,,,,1
1510,Cty LD Meyer-BPC,,,,,,,,,,1
1511,Cty LD TNHH Stada,,,,,,,,,,1
1512,Cty Liên Doanh Meyer - BCP - Việt Nam,,,,,,,,,,1
1513,Cty Liên Doanh Meyer - BPC,,,,,,,,,,1
1514,Cty Nanogen,,,,,,,,,,1
1515,CTY OPV,,,,,,,,,,1
1516,Cty Pharmedic - Việt Nam,,,,,,,,,,1
1517,Cty Quapharco - Việt Nam,,,,,,,,,,1
1518,Cty Roussel Việt Nam,,,,,,,,,,1
1519,Cty Roussel VN (SXNQ cña Aventis Pharma S.A -Ph¸p),,,,,,,,,,1
1520,Cty Roussel VN( SXNQ cña Aventis Pharma S.A-Ph¸p),,,,,,,,,,1
1521,Cty TBYT Tp.HCM,,,,,,,,,,1
1522,Cty Thảo Tâm,,,,,,,,,DV_NHAPNCC,1
1523,Cty Thương Mại DP Thuận Hoá,,,,,,,,,DV_NHAPNCC,1
1524,Cty TNH Hạnh Nhật,,,,,,,,,DV_NHAPNCC,1
1525,Cty TNHH - DP Hoàng Dũng,,,,,,,,,DV_NHAPNCC,1
1526,Cty TNHH  Mebiphar,,,,,,,,,,1
1527,Cty TNHH & TTBYT B.M.S,"",Kiên Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
1528,Cty TNHH 1TV Vĩnh Đạt,,,,,,,,,DV_NHAPNCC,1
1529,Cty TNHH B.Braun,,,,,,,,,,1
1530,Cty TNHH B.Braun Việt Nam,,,,,,,,,,1
1531,Cty TNHH Cao Khả,,,,,,,,,,1
1532,Cty TNHH Châu Khoa,,,,,,,,,DV_NHAPNCC,1
1533,Cty TNHH CNSH Khoa Thương,,,,,,,,,,1
1534,Cty TNHH Công Nghệ Nha Hoàng Kim,,,,,,,,,,1
1535,Cty TNHH Davi Pharm,,,,,,,,,,1
1536,Cty TNHH Doanh Trí,,,,,,,,,DV_NHAPNCC,1
1537,Cty TNHH Đông dược Phúc Hưng,,,,,,,,,,1
1538,Cty TNHH Đông DượcPhúc hưng,,,,,,,,,,1
1539,Cty TNHH Đông dượcXuân Quang,,,,,,,,,,1
1540,Cty TNHH DP,,,,,,,,,,1
1541,Cty TNHH DP & DV Y Tế Phương Đông,,,,,,,,,DV_NHAPNCC,1
1542,Cty TNHH DP An Kiên,,,,,,,,,DV_NHAPNCC,1
1543,Cty TNHH DP An Long,,,,,,,,,DV_NHAPNCC,1
1544,Cty TNHH DP An Phúc Khang,,,,,,,,,DV_NHAPNCC,1
1545,Cty TNHH DP An Tâm,,,,,,,,,DV_NHAPNCC,1
1546,Cty TNHH DP Cầu Vồng,,,,,,,,,DV_NHAPNCC,1
1547,Cty TNHH DP Đạt Vi Phú,,,,,,,,,,1
1548,Cty TNHH DP Đạt Vi Phú - VN,,,,,,,,,,1
1549,Cty TNHH DP Đô Thành,,,,,,,,,DV_NHAPNCC,1
1550,Cty TNHH DP Đồng Tâm,,,,,,,,,DV_NHAPNCC,1
1551,Cty TNHH DP Fitopharma,,,,,,,,,,1
1552,Cty TNHH DP Hà Đức Sơn,,,,,,,,,DV_NHAPNCC,1
1553,Cty TNHH DP Hiệp Khang,,,,,,,,,DV_NHAPNCC,1
1554,Cty TNHH DP Hòa Bình,,,,,,,,,DV_NHAPNCC,1
1555,Cty TNHH DP Hoàng Dược,,,,,,,,,DV_NHAPNCC,1
1556,Cty TNHH DP Hoàng Gia Thịnh,,,,,,,,,DV_NHAPNCC,1
1557,Cty TNHH DP Hoàng Liên Sơn,,,,,,,,,DV_NHAPNCC,1
1558,Cty TNHH DP Hoàng Nguyên,,,,,,,,,DV_NHAPNCC,1
1559,Cty TNHH DP Huy Cường,,,,,,,,,DV_NHAPNCC,1
1560,Cty TNHH DP Khang Duy,,,,,,,,,DV_NHAPNCC,1
1561,Cty TNHH DP Khang Phúc,,,,,,,,,DV_NHAPNCC,1
1562,Cty TNHH DP Khanh Minh,,,,,,,,,DV_NHAPNCC,1
1563,Cty TNHH DP Long Giang,,,,,,,,,DV_NHAPNCC,1
1564,Cty TNHH DP MATSUSHIMA,,,,,,,,,DV_NHAPNCC,1
1565,Cty TNHH DP Medlac Pharma Italy,,,,,,,,,,1
1566,Cty TNHH DP Minh Hạnh,,,,,,,,,DV_NHAPNCC,1
1567,Cty TNHH DP Minh Tâm,,,,,,,,,DV_NHAPNCC,1
1568,Cty TNHH DP Minh Việt,,,,,,,,,DV_NHAPNCC,1
1569,Cty TNHH DP Nam Anh Sài Gòn,,,,,,,,,DV_NHAPNCC,1
1570,Cty TNHH DP Nguyên Đức,,,,,,,,,DV_NHAPNCC,1
1571,Cty TNHH Dp Nguyễn Phúc,,,,,,,,,DV_NHAPNCC,1
1572,Cty TNHH DP Nguyên Phước Thịnh,,,,,,,,,DV_NHAPNCC,1
1573,Cty TNHH DP Nhân Sinh,,,,,,,,,DV_NHAPNCC,1
1574,Cty TNHH DP Nhất Anh,,,,,,,,,DV_NHAPNCC,1
1575,Cty TNHH DP Phạm Anh,,,,,,,,,DV_NHAPNCC,1
1576,Cty TNHH DP Phạm Quỳnh,,,,,,,,,DV_NHAPNCC,1
1577,Cty TNHH DP QT Nam Việt,,,,,,,,,DV_NHAPNCC,1
1578,Cty TNHH DP Quang Anh,,,,,,,,,DV_NHAPNCC,1
1579,Cty TNHH DP Shinpoong Daewoo,,,,,,,,,,1
1580,Cty TNHH DP Shinpoong Daewoo - Việt Nam nhượng quyền Hàn Quốc,,,,,,,,,,1
1581,Cty TNHH DP SHINPOONG DAEWOO-VN,,,,,,,,,,1
1582,Cty TNHH DP Song Khanh,,,,,,,,,DV_NHAPNCC,1
1583,Cty TNHH DP Song Việt,,,,,,,,,DV_NHAPNCC,1
1584,Cty TNHH DP Tâm Nhất,,,,,,,,,DV_NHAPNCC,1
1585,Cty TNHH DP TATA Việt Nam,,,,,,,,,DV_NHAPNCC,1
1586,Cty TNHH DP Tây Sơn,,,,,,,,,DV_NHAPNCC,1
1587,Cty TNHH DP Thế Cường,,,,,,,,,DV_NHAPNCC,1
1588,Cty TNHH DP Thuận Nam,,,,,,,,,DV_NHAPNCC,1
1589,Cty TNHH DP Thuốc Việt,,,,,,,,,DV_NHAPNCC,1
1590,Cty TNHH DP Tiến Phúc,,,,,,,,,DV_NHAPNCC,1
1591,Cty TNHH DP TMDV Hồng Hạnh,"",Kiên Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
1592,Cty TNHH DP Trường Việt Tiến,,,,,,,,,DV_NHAPNCC,1
1593,Cty TNHH DP Vellpharm,,,,,,,,,,1
1594,Cty TNHH DP Vellpharm Việt Nam,,,,,,,,,,1
1595,Cty TNHH DP Việt Lâm,,,,,,,,,DV_NHAPNCC,1
1596,Cty TNHH DP Việt Phú,,,,,,,,,DV_NHAPNCC,1
1597,Cty TNHH DP Việt Thái,,,,,,,,,DV_NHAPNCC,1
1598,Cty TNHH DP Vũ Tùng,,,,,,,,,DV_NHAPNCC,1
1599,"Cty TNHH DP
Fitopharma",,,,,,,,,,1
1600,Cty TNHH DPFitopharma,,,,,,,,,,1
1601,Cty TNHH Đức Tâm,,,,,,,,,DV_NHAPNCC,1
1602,Cty TNHH Dược Phẩm Bảo Tân,,,,,,,,,DV_NHAPNCC,1
1603,Cty TNHH Dược Phẩm DUY TÂN,,,,,,,,,DV_NHAPNCC,1
1604,Cty TNHH Dược Phẩm Hoành Sơn,,,,,,,,,DV_NHAPNCC,1
1605,Cty TNHH Dược Phẩm Lê khải,,,,,,,,,DV_NHAPNCC,1
1606,Cty TNHH Dược Phẩm Minh Tâm,,,,,,,,,DV_NHAPNCC,1
1607,Cty TNHH Dược Phẩm Mỹ á,,,,,,,,,DV_NHAPNCC,1
1608,Cty TNHH Dược Phẩm Phú Xuân,,,,,,,,,DV_NHAPNCC,1
1609,Cty TNHH Dược Phẩm Quốc Tế,,,,,,,,,DV_NHAPNCC,1
1610,Cty TNHH Dược Phẩm Sài Thành,,,,,,,,,DV_NHAPNCC,1
1611,Cty TNHH Dược Phẩm TPVN,,,,,,,,,DV_NHAPNCC,1
1612,Cty TNHH Dược phẩm Vellpharm Việt Nam,,,,,,,,,,1
1613,Cty TNHH Dược Tinh,,,,,,,,,DV_NHAPNCC,1
1614,Cty TNHH Dược và TTBYT Á Đông,"",Kiên Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
1615,Cty TNHH DV & TM Nam Khoa,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
1616,Cty TNHH Giang Phương,,,,,,,,,DV_NHAPNCC,1
1617,Cty TNHH HASAN - DERMAPHARM,,,,,,,,,,1
1618,Cty TNHH Hoàng Chương,,,,,,,,,DV_NHAPNCC,1
1619,Cty TNHH Hoàng Long,,,,,,,,,DV_NHAPNCC,1
1620,Cty TNHH Hồng Phúc Bảo,,,,,,,,,DV_NHAPNCC,1
1621,Cty TNHH KTTBY Tế Tân Hồng Bảo,"",Kiên Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
1622,Cty TNHH LD Stada,,,,,,,,,,1
1623,CTY TNHH Liên Phương,,,,,,,,,DV_NHAPNCC,1
1624,Cty TNHH M.D.S Trung Thiện,"",Kiên Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
1625,Cty TNHH Mạnh Khang,,,,,,,,,DV_NHAPNCC,1
1626,Cty TNHH Mạnh Kiên,,,,,,,,,DV_NHAPNCC,1
1627,Cty TNHH Mebiphar,,,,,,,,,,1
1628,Cty TNHH MTV DP DHG,,,,,,,,,,1
1629,Cty TNHH MTV DP TW1 - TPHCM,,,,,,,,,,1
1630,CTY TNHH MTV DP TW2,,,,,,,,,,1
